MGP ID,Entrez Gene ID,Enzyme/Reactants,Gene name,Symbol
MGP003583,"8525 
2.7.1.107| Reactants
diacylglycerol kinase, zeta
DGKZ",2.7.1.107| Reactants,"diacylglycerol kinase, zeta",DGKZ
MGP000825,"1716 
2.7.1.113| Reactants
deoxyguanosine kinase
DGUOK",2.7.1.113| Reactants,deoxyguanosine kinase,DGUOK
MGP000827,"1718 
1.3.1.72| Reactants
24-dehydrocholesterol reductase
DHCR24",1.3.1.72| Reactants,24-dehydrocholesterol reductase,DHCR24
MGP000826,"1717 
1.3.1.21| Reactants
7-dehydrocholesterol reductase
DHCR7",1.3.1.21| Reactants,7-dehydrocholesterol reductase,DHCR7
MGP005943,"79947 
2.5.1.87| Reactants
dehydrodolichyl diphosphate synthase
DHDDS",2.5.1.87| Reactants,dehydrodolichyl diphosphate synthase,DHDDS
MGP000828,"1719 
1.5.1.3;| Reactants
dihydrofolate reductase
DHFR",1.5.1.3;| Reactants,dihydrofolate reductase,DHFR
MGP006753,"200895 
1.5.1.3| Reactants
dihydrofolate reductase-like 1
DHFRL1",1.5.1.3| Reactants,dihydrofolate reductase-like 1,DHFRL1
MGP005085,"50846 -
desert hedgehog
DHH",-,desert hedgehog,DHH
MGP000829,"1723 
1.3.5.2| Reactants
dihydroorotate dehydrogenase (quinone)
DHODH",1.3.5.2| Reactants,dihydroorotate dehydrogenase (quinone),DHODH
MGP000830,"1725 
2.5.1.46;| Reactants
deoxyhypusine synthase
DHPS",2.5.1.46;| Reactants,deoxyhypusine synthase,DHPS
MGP003839,"9249 
1.1.1.300| Reactants
dehydrogenase/reductase (SDR family) member 3
DHRS3",1.1.1.300| Reactants,dehydrogenase/reductase (SDR family) member 3,DHRS3
MGP004395,"10901 
1.1.1.184
dehydrogenase/reductase (SDR family) member 4
DHRS4",1.1.1.184,dehydrogenase/reductase (SDR family) member 4,DHRS4
MGP004153,"10170 
1.1.-.-
dehydrogenase/reductase (SDR family) member 9
DHRS9",1.1.-.-,dehydrogenase/reductase (SDR family) member 9,DHRS9
MGP005438,"55526 
1.2.4.2| Reactants
dehydrogenase E1 and transketolase domain containing 1
DHTKD1",1.2.4.2| Reactants,dehydrogenase E1 and transketolase domain containing 1,DHTKD1
MGP006717,"170506 
3.6.4.12
DEAH (Asp-Glu-Ala-His) box polypeptide 36
DHX36",3.6.4.12,DEAH (Asp-Glu-Ala-His) box polypeptide 36,DHX36
MGP004008,"9785 
3.6.4.13
DEAH (Asp-Glu-Ala-His) box polypeptide 38
DHX38",3.6.4.13,DEAH (Asp-Glu-Ala-His) box polypeptide 38,DHX38
MGP005858,"79132 
3.6.4.13
DEXH (Asp-Glu-X-His) box polypeptide 58
DHX58",3.6.4.13,DEXH (Asp-Glu-X-His) box polypeptide 58,DHX58
MGP000810,"1660 
3.6.4.13
DEAH (Asp-Glu-Ala-His) box helicase 9
DHX9",3.6.4.13,DEAH (Asp-Glu-Ala-His) box helicase 9,DHX9
MGP005550,"56616 -
diablo, IAP-binding mitochondrial protein
DIABLO",-,"diablo, IAP-binding mitochondrial protein",DIABLO
MGP004659,"23405 
3.1.26.3
dicer 1, ribonuclease type III
DICER1",3.1.26.3,"dicer 1, ribonuclease type III",DICER1
MGP000833,"1733 
1.97.1.10| Reactants
deiodinase, iodothyronine, type I
DIO1",1.97.1.10| Reactants,"deiodinase, iodothyronine, type I",DIO1
MGP000834,"1734 
1.97.1.10| Reactants
deiodinase, iodothyronine, type II
DIO2",1.97.1.10| Reactants,"deiodinase, iodothyronine, type II",DIO2
MGP000835,"1735 
1.97.1.11| Reactants
deiodinase, iodothyronine, type III
DIO3",1.97.1.11| Reactants,"deiodinase, iodothyronine, type III",DIO3
MGP004534,"22894 
3.1.13.-
DIS3 exosome endoribonuclease and 3'-5' exoribonuclease
DIS3",3.1.13.-,DIS3 exosome endoribonuclease and 3'-5' exoribonuclease,DIS3
MGP006209,"85455 -
dispatched homolog 2 (Drosophila)
DISP2",-,dispatched homolog 2 (Drosophila),DISP2
MGP000836,"1736 
5.4.99.-
dyskeratosis congenita 1, dyskerin
DKC1",5.4.99.-,"dyskeratosis congenita 1, dyskerin",DKC1
MGP004551,"22943 -
dickkopf WNT signaling pathway inhibitor 1
DKK1",-,dickkopf WNT signaling pathway inhibitor 1,DKK1
MGP004921,"27123 -
dickkopf WNT signaling pathway inhibitor 2
DKK2",-,dickkopf WNT signaling pathway inhibitor 2,DKK2
MGP004920,"27121 -
dickkopf WNT signaling pathway inhibitor 4
DKK4",-,dickkopf WNT signaling pathway inhibitor 4,DKK4
MGP000837,"1737 
2.3.1.12| Reactants
dihydrolipoamide S-acetyltransferase
DLAT",2.3.1.12| Reactants,dihydrolipoamide S-acetyltransferase,DLAT
MGP004223,"10395 -
DLC1 Rho GTPase activating protein
DLC1",-,DLC1 Rho GTPase activating protein,DLC1
MGP000838,"1738 
1.8.1.4| Reactants
dihydrolipoamide dehydrogenase
DLD",1.8.1.4| Reactants,dihydrolipoamide dehydrogenase,DLD
MGP000839,"1739 -
discs, large homolog 1 (Drosophila)
DLG1",-,"discs, large homolog 1 (Drosophila)",DLG1
MGP000840,"1741 -
discs, large homolog 3 (Drosophila)
DLG3",-,"discs, large homolog 3 (Drosophila)",DLG3
MGP000841,"1742 -
discs, large homolog 4 (Drosophila)
DLG4",-,"discs, large homolog 4 (Drosophila)",DLG4
MGP003688,"8788 -
delta-like 1 homolog (Drosophila)
DLK1",-,delta-like 1 homolog (Drosophila),DLK1
MGP004971,"28514 -
delta-like 1 (Drosophila)
DLL1",-,delta-like 1 (Drosophila),DLL1
MGP005304,"54567 -
delta-like 4 (Drosophila)
DLL4",-,delta-like 4 (Drosophila),DLL4
MGP000842,"1743 
2.3.1.61| Reactants
dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)
DLST",2.3.1.61| Reactants,dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex),DLST
MGP005522,"55929 -
DNA methyltransferase 1 associated protein 1
DMAP1",-,DNA methyltransferase 1 associated protein 1,DMAP1
MGP004464,"11144 -
DNA meiotic recombinase 1
DMC1",-,DNA meiotic recombinase 1,DMC1
MGP000843,"1756 -
dystrophin
DMD",-,dystrophin,DMD
MGP005031,"29958 
1.5.8.4| Reactants
dimethylglycine dehydrogenase
DMGDH",1.5.8.4| Reactants,dimethylglycine dehydrogenase,DMGDH
MGP000845,"1758 -
dentin matrix acidic phosphoprotein 1
DMP1",-,dentin matrix acidic phosphoprotein 1,DMP1
MGP000847,"1763 
3.1.-.-
DNA replication helicase/nuclease 2
DNA2",3.1.-.-,DNA replication helicase/nuclease 2,DNA2
MGP001523,"3337 -
DnaJ (Hsp40) homolog, subfamily B, member 1
DNAJB1",-,"DnaJ (Hsp40) homolog, subfamily B, member 1",DNAJB1
MGP005239,"51726 -
DnaJ (Hsp40) homolog, subfamily B, member 11
DNAJB11",-,"DnaJ (Hsp40) homolog, subfamily B, member 11",DNAJB11
MGP006514,"131118 -
DnaJ (Hsp40) homolog, subfamily C, member 19
DNAJC19",-,"DnaJ (Hsp40) homolog, subfamily C, member 19",DNAJC19
MGP006409,"120526 -
DnaJ (Hsp40) homolog, subfamily C, member 24
DNAJC24",-,"DnaJ (Hsp40) homolog, subfamily C, member 24",DNAJC24
MGP002450,"5611 -
DnaJ (Hsp40) homolog, subfamily C, member 3
DNAJC3",-,"DnaJ (Hsp40) homolog, subfamily C, member 3",DNAJC3
MGP004023,"9829 
3.1.3.48
DnaJ (Hsp40) homolog, subfamily C, member 6
DNAJC6",3.1.3.48,"DnaJ (Hsp40) homolog, subfamily C, member 6",DNAJC6
MGP004522,"22826 -
DnaJ (Hsp40) homolog, subfamily C, member 8
DNAJC8",-,"DnaJ (Hsp40) homolog, subfamily C, member 8",DNAJC8
MGP004134,"10126 -
dynein, axonemal, light chain 4
DNAL4",-,"dynein, axonemal, light chain 4",DNAL4
MGP000848,"1777 
3.1.22.1
deoxyribonuclease II, lysosomal
DNASE2",3.1.22.1,"deoxyribonuclease II, lysosomal",DNASE2
MGP006291,"92737 -
delta/notch-like EGF repeat containing
DNER",-,delta/notch-like EGF repeat containing,DNER
MGP000846,"1759 
3.6.5.5;| Reactants
dynamin 1
DNM1",3.6.5.5;| Reactants,dynamin 1,DNM1
MGP004106,"10059 
3.6.5.5| Reactants
dynamin 1-like
DNM1L",3.6.5.5| Reactants,dynamin 1-like,DNM1L
MGP000853,"1785 
3.6.5.5;| Reactants
dynamin 2
DNM2",3.6.5.5;| Reactants,dynamin 2,DNM2
MGP004802,"26052 
3.6.5.5| Reactants
dynamin 3
DNM3",3.6.5.5| Reactants,dynamin 3,DNM3
MGP000854,"1786 
2.1.1.37| Reactants
DNA (cytosine-5-)-methyltransferase 1
DNMT1",2.1.1.37| Reactants,DNA (cytosine-5-)-methyltransferase 1,DNMT1
MGP000855,"1788 
2.1.1.37| Reactants
DNA (cytosine-5-)-methyltransferase 3 alpha
DNMT3A",2.1.1.37| Reactants,DNA (cytosine-5-)-methyltransferase 3 alpha,DNMT3A
MGP000856,"1789 
2.1.1.37| Reactants
DNA (cytosine-5-)-methyltransferase 3 beta
DNMT3B",2.1.1.37| Reactants,DNA (cytosine-5-)-methyltransferase 3 beta,DNMT3B
MGP005029,"29947 -
DNA (cytosine-5-)-methyltransferase 3-like
DNMT3L",-,DNA (cytosine-5-)-methyltransferase 3-like,DNMT3L
MGP000857,"1793 -
dedicator of cytokinesis 1
DOCK1",-,dedicator of cytokinesis 1,DOCK1
MGP005452,"55619 -
dedicator of cytokinesis 10
DOCK10",-,dedicator of cytokinesis 10,DOCK10
MGP006561,"139818 -
dedicator of cytokinesis 11
DOCK11",-,dedicator of cytokinesis 11,DOCK11
MGP000858,"1795 -
dedicator of cytokinesis 3
DOCK3",-,dedicator of cytokinesis 3,DOCK3
MGP003993,"9732 -
dedicator of cytokinesis 4
DOCK4",-,dedicator of cytokinesis 4,DOCK4
MGP005652,"57572 -
dedicator of cytokinesis 6
DOCK6",-,dedicator of cytokinesis 6,DOCK6
MGP006207,"85440 -
dedicator of cytokinesis 7
DOCK7",-,dedicator of cytokinesis 7,DOCK7
MGP006055,"81704 -
dedicator of cytokinesis 8
DOCK8",-,dedicator of cytokinesis 8,DOCK8
MGP004642,"23348 -
dedicator of cytokinesis 9
DOCK9",-,dedicator of cytokinesis 9,DOCK9
MGP006072,"83475 
1.14.99.29| Reactants
deoxyhypusine hydroxylase/monooxygenase
DOHH",1.14.99.29| Reactants,deoxyhypusine hydroxylase/monooxygenase,DOHH
MGP000859,"1796 -
docking protein 1, 62kDa (downstream of tyrosine kinase 1)
DOK1",-,"docking protein 1, 62kDa (downstream of tyrosine kinase 1)",DOK1
MGP003780,"9046 -
docking protein 2, 56kDa
DOK2",-,"docking protein 2, 56kDa",DOK2
MGP004526,"22845 
2.7.1.108| Reactants
dolichol kinase
DOLK",2.7.1.108| Reactants,dolichol kinase,DOLK
MGP005608,"57171 
3.6.1.43| Reactants
dolichyldiphosphatase 1
DOLPP1",3.6.1.43| Reactants,dolichyldiphosphatase 1,DOLPP1
MGP000860,"1798 
2.7.8.15| Reactants
dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)
DPAGT1",2.7.8.15| Reactants,dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase),DPAGT1
MGP000861,"1800 
3.4.13.19
dipeptidase 1 (renal)
DPEP1",3.4.13.19,dipeptidase 1 (renal),DPEP1
MGP005753,"64174 
3.4.13.19
dipeptidase 2
DPEP2",3.4.13.19,dipeptidase 2,DPEP2
MGP005755,"64180 
3.4.13.19
dipeptidase 3
DPEP3",3.4.13.19,dipeptidase 3,DPEP3
MGP000862,"1801 -
diphthamide biosynthesis 1
DPH1",-,diphthamide biosynthesis 1,DPH1
MGP000863,"1802 -
DPH2 homolog (S. cerevisiae)
DPH2",-,DPH2 homolog (S. cerevisiae),DPH2
MGP006966,"285381 -
diphthamide biosynthesis 3
DPH3",-,diphthamide biosynthesis 3,DPH3
MGP005215,"51611 
2.1.1.98| Reactants
diphthamide biosynthesis 5
DPH5",2.1.1.98| Reactants,diphthamide biosynthesis 5,DPH5
MGP006226,"89978 
6.3.1.14| Reactants
diphthamine biosynthesis 6
DPH6",6.3.1.14| Reactants,diphthamine biosynthesis 6,DPH6
MGP006290,"92715 -
diphthamide biosynthesis 7
DPH7",-,diphthamide biosynthesis 7,DPH7
MGP003699,"8813 
2.4.1.83| Reactants
dolichyl-phosphate mannosyltransferase polypeptide 1, catalytic subunit
DPM1",2.4.1.83| Reactants,"dolichyl-phosphate mannosyltransferase polypeptide 1, catalytic subunit",DPM1
MGP003702,"8818 -
dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subunit
DPM2",-,"dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subunit",DPM2
MGP005280,"54344 -
dolichyl-phosphate mannosyltransferase polypeptide 3
DPM3",-,dolichyl-phosphate mannosyltransferase polypeptide 3,DPM3
MGP000864,"1803 
3.4.14.5
dipeptidyl-peptidase 4
DPP4",3.4.14.5,dipeptidyl-peptidase 4,DPP4
MGP000865,"1806 
1.3.1.2| Reactants
dihydropyrimidine dehydrogenase
DPYD",1.3.1.2| Reactants,dihydropyrimidine dehydrogenase,DPYD
MGP000866,"1807 
3.5.2.2| Reactants
dihydropyrimidinase
DPYS",3.5.2.2| Reactants,dihydropyrimidinase,DPYS
MGP000867,"1808 -
dihydropyrimidinase-like 2
DPYSL2",-,dihydropyrimidinase-like 2,DPYSL2
MGP000868,"1809 -
dihydropyrimidinase-like 3
DPYSL3",-,dihydropyrimidinase-like 3,DPYSL3
MGP004289,"10570 -
dihydropyrimidinase-like 4
DPYSL4",-,dihydropyrimidinase-like 4,DPYSL4
MGP005564,"56896 -
dihydropyrimidinase-like 5
DPYSL5",-,dihydropyrimidinase-like 5,DPYSL5
MGP000869,"1810 -
down-regulator of transcription 1, TBP-binding (negative cofactor 2)
DR1",-,"down-regulator of transcription 1, TBP-binding (negative cofactor 2)",DR1
MGP004298,"10589 -
DR1-associated protein 1 (negative cofactor 2 alpha)
DRAP1",-,DR1-associated protein 1 (negative cofactor 2 alpha),DRAP1
MGP000871,"1812 -
dopamine receptor D1
DRD1",-,dopamine receptor D1,DRD1
MGP000872,"1813 -
dopamine receptor D2
DRD2",-,dopamine receptor D2,DRD2
MGP000873,"1814 -
dopamine receptor D3
DRD3",-,dopamine receptor D3,DRD3
MGP000874,"1815 -
dopamine receptor D4
DRD4",-,dopamine receptor D4,DRD4
MGP000875,"1816 -
dopamine receptor D5
DRD5",-,dopamine receptor D5,DRD5
MGP004995,"29102 
3.1.26.3
drosha, ribonuclease type III
DROSHA",3.1.26.3,"drosha, ribonuclease type III",DROSHA
MGP000876,"1826 -
Down syndrome cell adhesion molecule
DSCAM",-,Down syndrome cell adhesion molecule,DSCAM
MGP005628,"57453 -
Down syndrome cell adhesion molecule like 1
DSCAML1",-,Down syndrome cell adhesion molecule like 1,DSCAML1
MGP005027,"29940 
5.1.3.19| Reactants
dermatan sulfate epimerase
DSE",5.1.3.19| Reactants,dermatan sulfate epimerase,DSE
MGP006274,"92126 
5.1.-.-| Reactants
dermatan sulfate epimerase-like
DSEL",5.1.-.-| Reactants,dermatan sulfate epimerase-like,DSEL
MGP000877,"1828 -
desmoglein 1
DSG1",-,desmoglein 1,DSG1
MGP000878,"1829 -
desmoglein 2
DSG2",-,desmoglein 2,DSG2
MGP000879,"1830 -
desmoglein 3
DSG3",-,desmoglein 3,DSG3
MGP005949,"79980 -
DSN1, MIS12 kinetochore complex component
DSN1",-,"DSN1, MIS12 kinetochore complex component",DSN1
MGP000881,"1832 -
desmoplakin
DSP",-,desmoplakin,DSP
MGP000882,"1834 -
dentin sialophosphoprotein
DSPP",-,dentin sialophosphoprotein,DSPP
MGP000330,"667 -
dystonin
DST",-,dystonin,DST
MGP006101,"84062 -
dystrobrevin binding protein 1
DTNBP1",-,dystrobrevin binding protein 1,DTNBP1
MGP000885,"1840 
6.3.2.-
deltex 1, E3 ubiquitin ligase
DTX1",6.3.2.-,"deltex 1, E3 ubiquitin ligase",DTX1
MGP006340,"113878 
6.3.2.-
deltex 2, E3 ubiquitin ligase
DTX2",6.3.2.-,"deltex 2, E3 ubiquitin ligase",DTX2
MGP006652,"151636 
6.3.2.-
deltex 3 like, E3 ubiquitin ligase
DTX3L",6.3.2.-,"deltex 3 like, E3 ubiquitin ligase",DTX3L
MGP004611,"23220 
6.3.2.-
deltex 4, E3 ubiquitin ligase
DTX4",6.3.2.-,"deltex 4, E3 ubiquitin ligase",DTX4
MGP000886,"1841 
2.7.4.9| Reactants
deoxythymidylate kinase (thymidylate kinase)
DTYMK",2.7.4.9| Reactants,deoxythymidylate kinase (thymidylate kinase),DTYMK
MGP005268,"53905 
1.11.1.-| Reactants
dual oxidase 1
DUOX1",1.11.1.-| Reactants,dual oxidase 1,DUOX1
MGP005058,"50506 
1.11.1.-| Reactants
dual oxidase 2
DUOX2",1.11.1.-| Reactants,dual oxidase 2,DUOX2
MGP000887,"1845 
3.1.3.16| Reactants
dual specificity phosphatase 3
DUSP3",3.1.3.16| Reactants,dual specificity phosphatase 3,DUSP3
MGP000888,"1846 
3.1.3.16| Reactants
dual specificity phosphatase 4
DUSP4",3.1.3.16| Reactants,dual specificity phosphatase 4,DUSP4
MGP000889,"1848 
3.1.3.16| Reactants
dual specificity phosphatase 6
DUSP6",3.1.3.16| Reactants,dual specificity phosphatase 6,DUSP6
MGP000890,"1849 
3.1.3.16| Reactants
dual specificity phosphatase 7
DUSP7",3.1.3.16| Reactants,dual specificity phosphatase 7,DUSP7
MGP000891,"1855 -
dishevelled segment polarity protein 1
DVL1",-,dishevelled segment polarity protein 1,DVL1
MGP000892,"1856 -
dishevelled segment polarity protein 2
DVL2",-,dishevelled segment polarity protein 2,DVL2
MGP000893,"1857 -
dishevelled segment polarity protein 3
DVL3",-,dishevelled segment polarity protein 3,DVL3
MGP000849,"1778 -
dynein, cytoplasmic 1, heavy chain 1
DYNC1H1",-,"dynein, cytoplasmic 1, heavy chain 1",DYNC1H1
MGP000850,"1780 -
dynein, cytoplasmic 1, intermediate chain 1
DYNC1I1",-,"dynein, cytoplasmic 1, intermediate chain 1",DYNC1I1
MGP000851,"1781 -
dynein, cytoplasmic 1, intermediate chain 2
DYNC1I2",-,"dynein, cytoplasmic 1, intermediate chain 2",DYNC1I2
MGP000852,"1783 -
dynein, cytoplasmic 1, light intermediate chain 2
DYNC1LI2",-,"dynein, cytoplasmic 1, light intermediate chain 2",DYNC1LI2
MGP005895,"79659 -
dynein, cytoplasmic 2, heavy chain 1
DYNC2H1",-,"dynein, cytoplasmic 2, heavy chain 1",DYNC2H1
MGP005218,"51626 -
dynein, cytoplasmic 2, light intermediate chain 1
DYNC2LI1",-,"dynein, cytoplasmic 2, light intermediate chain 1",DYNC2LI1
MGP003633,"8655 -
dynein, light chain, LC8-type 1
DYNLL1",-,"dynein, light chain, LC8-type 1",DYNLL1
MGP006575,"140735 -
dynein, light chain, LC8-type 2
DYNLL2",-,"dynein, light chain, LC8-type 2",DYNLL2
MGP006080,"83658 -
dynein, light chain, roadblock-type 1
DYNLRB1",-,"dynein, light chain, roadblock-type 1",DYNLRB1
MGP006079,"83657 -
dynein, light chain, roadblock-type 2
DYNLRB2",-,"dynein, light chain, roadblock-type 2",DYNLRB2
MGP000894,"1859 
2.7.12.1| Reactants
dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A
DYRK1A",2.7.12.1| Reactants,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A,DYRK1A
MGP004531,"22873 -
DAZ interacting zinc finger protein 1
DZIP1",-,DAZ interacting zinc finger protein 1,DZIP1
MGP003974,"9666 
6.3.2.-
DAZ interacting zinc finger protein 3
DZIP3",6.3.2.-,DAZ interacting zinc finger protein 3,DZIP3
MGP000895,"1869 -
E2F transcription factor 1
E2F1",-,E2F transcription factor 1,E2F1
MGP000896,"1870 -
E2F transcription factor 2
E2F2",-,E2F transcription factor 2,E2F2
MGP000897,"1871 -
E2F transcription factor 3
E2F3",-,E2F transcription factor 3,E2F3
MGP000898,"1874 -
E2F transcription factor 4, p107/p130-binding
E2F4",-,"E2F transcription factor 4, p107/p130-binding",E2F4
MGP000899,"1875 -
E2F transcription factor 5, p130-binding
E2F5",-,"E2F transcription factor 5, p130-binding",E2F5
MGP006445,"124454 
6.1.1.17| Reactants
glutamyl-tRNA synthetase 2, mitochondrial
EARS2",6.1.1.17| Reactants,"glutamyl-tRNA synthetase 2, mitochondrial",EARS2
MGP000900,"1879 -
early B-cell factor 1
EBF1",-,early B-cell factor 1,EBF1
MGP004332,"10682 
5.3.3.5| Reactants
emopamil binding protein (sterol isomerase)
EBP",5.3.3.5| Reactants,emopamil binding protein (sterol isomerase),EBP
MGP000902,"1892 
4.2.1.17| Reactants
enoyl CoA hydratase, short chain, 1, mitochondrial
ECHS1",4.2.1.17| Reactants,"enoyl CoA hydratase, short chain, 1, mitochondrial",ECHS1
MGP000794,"1632 
5.3.3.8| Reactants
enoyl-CoA delta isomerase 1
ECI1",5.3.3.8| Reactants,enoyl-CoA delta isomerase 1,ECI1
MGP000903,"1894 -
epithelial cell transforming 2
ECT2",-,epithelial cell transforming 2,ECT2
MGP005969,"80153 -
enhancer of mRNA decapping 3
EDC3",-,enhancer of mRNA decapping 3,EDC3
MGP004728,"23644 -
enhancer of mRNA decapping 4
EDC4",-,enhancer of mRNA decapping 4,EDC4
MGP003984,"9695 -
ER degradation enhancer, mannosidase alpha-like 1
EDEM1",-,"ER degradation enhancer, mannosidase alpha-like 1",EDEM1
MGP005481,"55741 -
ER degradation enhancer, mannosidase alpha-like 2
EDEM2",-,"ER degradation enhancer, mannosidase alpha-like 2",EDEM2
MGP005981,"80267 
3.2.1.113
ER degradation enhancer, mannosidase alpha-like 3
EDEM3",3.2.1.113,"ER degradation enhancer, mannosidase alpha-like 3",EDEM3
MGP000906,"1906 -
endothelin 1
EDN1",-,endothelin 1,EDN1
MGP000907,"1907 -
endothelin 2
EDN2",-,endothelin 2,EDN2
MGP000908,"1908 -
endothelin 3
EDN3",-,endothelin 3,EDN3
MGP000909,"1909 -
endothelin receptor type A
EDNRA",-,endothelin receptor type A,EDNRA
MGP000910,"1910 -
endothelin receptor type B
EDNRB",-,endothelin receptor type B,EDNRB
MGP003547,"8411 -
early endosome antigen 1
EEA1",-,early endosome antigen 1,EEA1
MGP003664,"8726 -
embryonic ectoderm development
EED",-,embryonic ectoderm development,EED
MGP000913,"1915 -
eukaryotic translation elongation factor 1 alpha 1
EEF1A1",-,eukaryotic translation elongation factor 1 alpha 1,EEF1A1
MGP000914,"1917 -
eukaryotic translation elongation factor 1 alpha 2
EEF1A2",-,eukaryotic translation elongation factor 1 alpha 2,EEF1A2
MGP000915,"1933 -
eukaryotic translation elongation factor 1 beta 2
EEF1B2",-,eukaryotic translation elongation factor 1 beta 2,EEF1B2
MGP000916,"1936 -
eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)
EEF1D",-,eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein),EEF1D
MGP003935,"9521 -
eukaryotic translation elongation factor 1 epsilon 1
EEF1E1",-,eukaryotic translation elongation factor 1 epsilon 1,EEF1E1
MGP000917,"1937 -
eukaryotic translation elongation factor 1 gamma
EEF1G",-,eukaryotic translation elongation factor 1 gamma,EEF1G
MGP000918,"1938 -
eukaryotic translation elongation factor 2
EEF2",-,eukaryotic translation elongation factor 2,EEF2
MGP005016,"29904 
2.7.11.20
eukaryotic elongation factor 2 kinase
EEF2K",2.7.11.20,eukaryotic elongation factor 2 kinase,EEF2K
MGP006137,"84455 -
EF-hand calcium binding domain 7
EFCAB7",-,EF-hand calcium binding domain 7,EFCAB7
MGP001040,"2202 -
EGF containing fibulin-like extracellular matrix protein 1
EFEMP1",-,EGF containing fibulin-like extracellular matrix protein 1,EFEMP1
MGP005040,"30008 -
EGF containing fibulin-like extracellular matrix protein 2
EFEMP2",-,EGF containing fibulin-like extracellular matrix protein 2,EFEMP2
MGP000919,"1942 -
ephrin-A1
EFNA1",-,ephrin-A1,EFNA1
MGP000920,"1943 -
ephrin-A2
EFNA2",-,ephrin-A2,EFNA2
MGP000921,"1944 -
ephrin-A3
EFNA3",-,ephrin-A3,EFNA3
MGP000922,"1945 -
ephrin-A4
EFNA4",-,ephrin-A4,EFNA4
MGP000923,"1946 -
ephrin-A5
EFNA5",-,ephrin-A5,EFNA5
MGP000924,"1947 -
ephrin-B1
EFNB1",-,ephrin-B1,EFNB1
MGP000925,"1948 -
ephrin-B2
EFNB2",-,ephrin-B2,EFNB2
MGP000926,"1949 -
ephrin-B3
EFNB3",-,ephrin-B3,EFNB3
MGP003870,"9343 -
elongation factor Tu GTP binding domain containing 2
EFTUD2",-,elongation factor Tu GTP binding domain containing 2,EFTUD2
MGP000927,"1950 -
epidermal growth factor
EGF",-,epidermal growth factor,EGF
